rainfall_mm_past_24h,seismic_activity,joint_water_pressure_kPa,vibration_level,displacement_mm,risk_level
16.351962166175337,1.0420048529198733,41.54287697555299,0.20614186558016628,6.991127348669556,Low
4.133068701411139,1.4107563503514782,34.360070961207626,0.3495315736299463,8.68662081700218,Low
7.76472915388545,1.5544888353059096,38.33999809375467,0.3849752573625355,10.007806541158065,Low
14.857486265615128,1.5171411178856231,50.28289407627027,0.35124322723484236,13.029806673193645,Medium
0.0,0.9414558335348612,31.325324728426967,0.26609987875075675,8.382536783570597,Low
0.0,0.8167315927024873,20.24325541705721,0.21683353981529802,6.341233761765572,Low
0.0,1.3893692623154663,29.31563746649435,0.3099693960243948,9.50233949763831,Low
2.6106458048204235,0.0,24.97148392079111,0.02265313817958561,4.252486954444004,Low
15.894316847316563,0.0,34.16825658994986,0.07684823728262656,3.655284490425259,Low
5.159709086159365,1.9006711811646189,28.6929114758507,0.3396846727322876,10.875454216548963,Low
0.0,1.922205185432867,39.98238567444528,0.37344218892641473,12.753094944193343,Medium
0.736125057811132,2.9094307467187543,36.18031331741739,0.6573615981049481,20.173775323908117,Medium
3.044325363356456,1.4441272425439522,26.206755261279334,0.43387207108139775,9.241094733507591,Low
7.163011274695353,0.23303763640731368,39.909761500915764,0.09420970840816242,4.995732932800094,Low
0.0,0.0,28.744764220753883,0.015678702217219544,3.530268691900115,Low
0.0,0.6247839543307623,36.482180113174536,0.18210578057766777,6.9265922929396835,Low
16.616609167569937,2.3195724120992014,43.06090006599168,0.4688415943207827,11.412552232022843,Low
21.77689848738972,3.63506610252607,63.04610039693756,0.8922492596380709,31.634630733571193,Critical
13.419201831509387,1.843903388698301,43.61914918879954,0.24377236735143282,14.151516813911186,Medium
5.414387598845522,0.2072647201086526,39.70580839298674,0.08380831946685194,5.342829532148264,Low
7.3394726702448,0.6380501567629226,39.549459564542374,0.16844914631017452,5.999139388607082,Low
0.0,0.6783500266416602,27.772689034169137,0.12544311171987949,8.04479384834011,Low
7.313472939656835,1.2499224848893942,34.950820643460105,0.3925067444171927,11.139018752071246,Low
15.07439747770467,3.221213898545084,38.622660311867165,0.35354196468511556,22.488793165387463,High
11.890097589225322,3.3219343038091997,43.407381271502246,0.527191975097769,24.359388505861745,High
8.633501589140831,1.551684288648412,47.623403386381554,0.4895210170282781,10.664625822440673,Low
0.0,2.010429740366496,38.63101435405984,0.6272392963290861,17.78309707253114,Medium
0.49591724990406827,0.7443849533014808,27.992410838626057,0.24436112717763503,6.145089606450092,Low
4.901896777964314,0.0,26.719266733772464,0.08996320065277345,3.4986021697153076,Low
0.0,4.082919497076018,32.49256257418732,1.1614751630542015,21.925443668042618,Medium
17.59396869109016,0.0,48.50635692787367,0.041894488284842546,5.437246854342029,Low
0.0,0.0,21.176049401842192,0.059209329578294216,3.692107371356518,Low
0.0,4.093335086307498,27.44437487475865,0.4565458740547601,26.387893721097985,High
8.63875465098425,1.7955275435428104,38.58601785157358,0.34207580701654394,10.295851468806664,Low
1.6436759302605817,0.3204579546064592,23.04220212024449,0.05531268867182885,3.8675038810161686,Low
