seismic_activity,vibration_level,joint_water_pressure,displacement_mm,rainfall_mm,rockfall_risk,data_source
0.16315893355175343,1.1399313960449597,215.2240962912303,3.7039328034802006,20.123782888005014,Medium,Synthetic_Mine_Sensors
0.19063571821788408,0.5660769347239646,77.67679933980673,0.9185849070683862,0.9481777516205803,Low,Synthetic_Mine_Sensors
1.4596309065249644,1.8312485898944828,463.4078117190334,11.488258598901478,58.241138171155335,Critical,Synthetic_Mine_Sensors
0.12374511199743694,0.950173338142083,149.49209552867273,0.43795690196847636,1.806711281809218,Low,Synthetic_Mine_Sensors
0.039643541684062936,0.7672738247120804,122.313401678672,1.1757128319978813,2.0365333436494835,Low,Synthetic_Mine_Sensors
0.07968508224186373,2.40021766523834,216.51000543796886,3.8280636967162978,19.55728056806629,Medium,Synthetic_Mine_Sensors
0.042287849601578734,0.2651864916595864,249.90553482616372,4.078772645426616,19.689262765595792,Medium,Synthetic_Mine_Sensors
0.1745734676972377,1.0014150985771768,67.48200315727962,0.8139420608560142,4.55716345487536,Low,Synthetic_Mine_Sensors
0.12421185223120967,1.1681284299161856,156.43515745970916,1.373843815314963,5.0957319082604124,Low,Synthetic_Mine_Sensors
0.2905522055964548,2.128176589410421,140.27597298755194,3.034046609504418,20.223454557224407,Medium,Synthetic_Mine_Sensors
0.1362031192367798,7.082185886697277,473.58336667468586,10.430213733897236,66.05051012064045,Critical,Synthetic_Mine_Sensors
1.902223464011388,5.920634856602884,416.34126643282144,11.350515811580395,62.508943154822724,Critical,Synthetic_Mine_Sensors
0.3380555560064096,2.559294159170826,126.1104569866396,4.327458885397761,25.009431756294916,Medium,Synthetic_Mine_Sensors
0.10120599132615592,1.0349608035094446,153.6909430000697,3.865278360590382,26.377040800169283,Medium,Synthetic_Mine_Sensors
0.04454674376934912,0.8044931834521603,101.29787079319775,0.74870378155237,1.631351145758052,Low,Synthetic_Mine_Sensors
0.4390955445035077,0.6324632976987925,546.3496400328648,11.199377129122924,61.25629075858952,Critical,Synthetic_Mine_Sensors
0.06780602616231217,0.1097406222246077,161.27193638997727,0.051734163450840365,4.332104017146088,Low,Synthetic_Mine_Sensors
0.4822201787403519,1.5778243142572583,301.8112248380206,7.767312911967197,31.927843200420604,High,Synthetic_Mine_Sensors
0.18508482957789404,0.4411378642741661,195.58507619302083,3.7503911394865748,17.22372114147725,Medium,Synthetic_Mine_Sensors
0.06533353663762796,0.4642959151100551,86.2570598136977,0.5824971505401149,8.15972107778095,Low,Synthetic_Mine_Sensors
0.1262520499972521,0.34786061233975635,99.14825448824644,1.9027724368009555,1.115593215539028,Low,Synthetic_Mine_Sensors
0.3574090086922,0.7392717088458073,459.3872460573456,10.431382773358205,66.93235190065076,Critical,Synthetic_Mine_Sensors
0.13168784795543037,2.5118959909852667,154.6984987922225,3.2863733075142063,24.864247395072663,Medium,Synthetic_Mine_Sensors
0.07960875022580143,0.11151238394444814,150.94462596677235,1.3561590203818625,5.800100176065145,Low,Synthetic_Mine_Sensors
0.42485495753260777,4.089516318664669,235.6049688235269,9.096958215500734,29.929184873453035,High,Synthetic_Mine_Sensors
0.1591834326646726,0.31300704168732313,107.81362671299664,0.951117476250273,5.15392971393247,Low,Synthetic_Mine_Sensors
0.09636844823736924,2.519388848398436,128.08781495204227,2.855645470159301,19.745749884538938,Medium,Synthetic_Mine_Sensors
0.1077045432985862,1.3499143154258402,53.320874441321884,1.5466172854512432,2.5232252454306945,Low,Synthetic_Mine_Sensors
0.24637643858798824,1.8577465369989559,138.54955128088864,3.068346216483108,25.429954969785705,Medium,Synthetic_Mine_Sensors
